,,,,,Submission Delinquency Report
,Run Date:,,2023-01-03
,For:,,Year: 22, Period: 3, Week: 5
,Filter For all units

Sector,Unit #,Fiscal Year,Period,Week,UserName - Purchases,Date Purchases Submitted,Username - Sales,Date Sales Submitted,Data Entered (Y/N), Forced Submission
02,21600,22,3,5,ORBIT_System_User,1/3/2023 1:57:34 AM,ORBIT_System_User,1/3/2023 1:57:34 AM,N,Y
02,21670,22,3,5,ORBIT_System_User,1/3/2023 2:16:09 AM,ORBIT_System_User,1/3/2023 2:16:09 AM,N,Y
02,21671,22,3,5,ORBIT_System_User,1/3/2023 2:16:10 AM,ORBIT_System_User,1/3/2023 2:16:10 AM,N,Y
02,21672,22,3,5,ORBIT_System_User,1/3/2023 2:16:11 AM,ORBIT_System_User,1/3/2023 2:16:11 AM,N,Y
02,21680,22,3,5,ORBIT_System_User,1/3/2023 2:16:20 AM,ORBIT_System_User,1/3/2023 2:16:20 AM,N,Y
02,21681,22,3,5,ORBIT_System_User,1/3/2023 2:16:21 AM,ORBIT_System_User,1/3/2023 2:16:21 AM,N,Y
02,21900,22,3,5,ORBIT_System_User,1/3/2023 1:57:42 AM,ORBIT_System_User,1/3/2023 1:57:42 AM,N,Y
02,21901,22,3,5,ORBIT_System_User,1/3/2023 1:57:43 AM,ORBIT_System_User,1/3/2023 1:57:42 AM,N,Y
02,21902,22,3,5,ORBIT_System_User,1/3/2023 1:57:44 AM,ORBIT_System_User,1/3/2023 1:57:44 AM,N,Y
02,21903,22,3,5,ORBIT_System_User,1/3/2023 1:57:45 AM,ORBIT_System_User,1/3/2023 1:57:45 AM,N,Y
02,21904,22,3,5,ORBIT_System_User,1/3/2023 1:57:46 AM,ORBIT_System_User,1/3/2023 1:57:46 AM,N,Y
02,21905,22,3,5,ORBIT_System_User,1/3/2023 1:57:47 AM,ORBIT_System_User,1/3/2023 1:57:47 AM,N,Y
02,21906,22,3,5,ORBIT_System_User,1/3/2023 1:57:48 AM,ORBIT_System_User,1/3/2023 1:57:48 AM,N,Y
02,21907,22,3,5,ORBIT_System_User,1/3/2023 1:57:50 AM,ORBIT_System_User,1/3/2023 1:57:49 AM,N,Y
02,21908,22,3,5,ORBIT_System_User,1/3/2023 1:57:51 AM,ORBIT_System_User,1/3/2023 1:57:50 AM,N,Y
02,21909,22,3,5,ORBIT_System_User,1/3/2023 1:57:52 AM,ORBIT_System_User,1/3/2023 1:57:51 AM,N,Y
02,21911,22,3,5,ORBIT_System_User,1/3/2023 1:57:53 AM,ORBIT_System_User,1/3/2023 1:57:53 AM,N,Y
02,21912,22,3,5,ORBIT_System_User,1/3/2023 1:57:54 AM,ORBIT_System_User,1/3/2023 1:57:54 AM,N,Y
02,21913,22,3,5,ORBIT_System_User,1/3/2023 1:57:56 AM,ORBIT_System_User,1/3/2023 1:57:55 AM,N,Y
02,21914,22,3,5,ORBIT_System_User,1/3/2023 1:57:57 AM,ORBIT_System_User,1/3/2023 1:57:56 AM,N,Y
02,21915,22,3,5,ORBIT_System_User,1/3/2023 1:57:58 AM,ORBIT_System_User,1/3/2023 1:57:57 AM,N,Y
02,21916,22,3,5,ORBIT_System_User,1/3/2023 1:57:59 AM,ORBIT_System_User,1/3/2023 1:57:59 AM,N,Y
02,21919,22,3,5,ORBIT_System_User,1/3/2023 1:58:01 AM,ORBIT_System_User,1/3/2023 1:58:00 AM,N,Y
02,21920,22,3,5,ORBIT_System_User,1/3/2023 1:58:02 AM,ORBIT_System_User,1/3/2023 1:58:01 AM,N,Y
02,21921,22,3,5,ORBIT_System_User,1/3/2023 1:58:03 AM,ORBIT_System_User,1/3/2023 1:58:02 AM,N,Y
02,21922,22,3,5,ORBIT_System_User,1/3/2023 1:58:04 AM,ORBIT_System_User,1/3/2023 1:58:03 AM,N,Y
02,21924,22,3,5,ORBIT_System_User,1/3/2023 1:58:05 AM,ORBIT_System_User,1/3/2023 1:58:05 AM,N,Y
02,21925,22,3,5,ORBIT_System_User,1/3/2023 1:58:06 AM,ORBIT_System_User,1/3/2023 1:58:06 AM,N,Y
02,21926,22,3,5,ORBIT_System_User,1/3/2023 1:58:07 AM,ORBIT_System_User,1/3/2023 1:58:07 AM,N,Y
02,21927,22,3,5,ORBIT_System_User,1/3/2023 1:58:08 AM,ORBIT_System_User,1/3/2023 1:58:08 AM,N,Y
02,21928,22,3,5,ORBIT_System_User,1/3/2023 1:58:09 AM,ORBIT_System_User,1/3/2023 1:58:09 AM,N,Y
02,21929,22,3,5,ORBIT_System_User,1/3/2023 1:58:11 AM,ORBIT_System_User,1/3/2023 1:58:10 AM,N,Y
02,21930,22,3,5,ORBIT_System_User,1/3/2023 1:58:11 AM,ORBIT_System_User,1/3/2023 1:58:11 AM,N,Y
02,21932,22,3,5,ORBIT_System_User,1/3/2023 1:58:12 AM,ORBIT_System_User,1/3/2023 1:58:12 AM,N,Y
02,21934,22,3,5,ORBIT_System_User,1/3/2023 1:58:13 AM,ORBIT_System_User,1/3/2023 1:58:13 AM,N,Y
02,21935,22,3,5,ORBIT_System_User,1/3/2023 1:58:15 AM,ORBIT_System_User,1/3/2023 1:58:14 AM,N,Y
02,21936,22,3,5,ORBIT_System_User,1/3/2023 1:58:16 AM,ORBIT_System_User,1/3/2023 1:58:15 AM,N,Y
02,21938,22,3,5,ORBIT_System_User,1/3/2023 1:58:17 AM,ORBIT_System_User,1/3/2023 1:58:17 AM,N,Y
02,21942,22,3,5,ORBIT_System_User,1/3/2023 2:15:28 AM,ORBIT_System_User,1/3/2023 2:15:28 AM,N,Y
02,21943,22,3,5,ORBIT_System_User,1/3/2023 1:58:18 AM,ORBIT_System_User,1/3/2023 1:58:18 AM,N,Y
02,21944,22,3,5,ORBIT_System_User,1/3/2023 1:58:19 AM,ORBIT_System_User,1/3/2023 1:58:19 AM,N,Y
02,21945,22,3,5,ORBIT_System_User,1/3/2023 1:58:20 AM,ORBIT_System_User,1/3/2023 1:58:20 AM,N,Y
02,21946,22,3,5,ORBIT_System_User,1/3/2023 1:58:21 AM,ORBIT_System_User,1/3/2023 1:58:21 AM,N,Y
02,21947,22,3,5,ORBIT_System_User,1/3/2023 1:58:22 AM,ORBIT_System_User,1/3/2023 1:58:22 AM,N,Y
02,21948,22,3,5,ORBIT_System_User,1/3/2023 1:58:24 AM,ORBIT_System_User,1/3/2023 1:58:23 AM,N,Y
02,21949,22,3,5,ORBIT_System_User,1/3/2023 1:58:25 AM,ORBIT_System_User,1/3/2023 1:58:24 AM,N,Y
02,21950,22,3,5,ORBIT_System_User,1/3/2023 1:58:25 AM,ORBIT_System_User,1/3/2023 1:58:25 AM,N,Y
02,21952,22,3,5,ORBIT_System_User,1/3/2023 1:58:26 AM,ORBIT_System_User,1/3/2023 1:58:26 AM,N,Y
02,21953,22,3,5,ORBIT_System_User,1/3/2023 1:58:28 AM,ORBIT_System_User,1/3/2023 1:58:27 AM,N,Y
02,21954,22,3,5,ORBIT_System_User,1/3/2023 1:58:29 AM,ORBIT_System_User,1/3/2023 1:58:28 AM,N,Y
02,21955,22,3,5,ORBIT_System_User,1/3/2023 1:58:30 AM,ORBIT_System_User,1/3/2023 1:58:30 AM,N,Y
02,21956,22,3,5,ORBIT_System_User,1/3/2023 1:58:32 AM,ORBIT_System_User,1/3/2023 1:58:31 AM,N,Y
02,21961,22,3,5,ORBIT_System_User,1/3/2023 1:58:33 AM,ORBIT_System_User,1/3/2023 1:58:33 AM,N,Y
02,21981,22,3,5,ORBIT_System_User,1/3/2023 1:58:35 AM,ORBIT_System_User,1/3/2023 1:58:35 AM,N,Y
02,21982,22,3,5,ORBIT_System_User,1/3/2023 1:58:36 AM,ORBIT_System_User,1/3/2023 1:58:36 AM,N,Y
02,21983,22,3,5,ORBIT_System_User,1/3/2023 1:58:37 AM,ORBIT_System_User,1/3/2023 1:58:37 AM,N,Y
01,22005,22,3,5,david.kwan,1/2/2023 7:16:56 AM,david.kwan,1/2/2023 7:16:47 AM,Y,N
01,22011,22,3,5,zelia.cordeiro,12/28/2022 12:35:40 PM,zelia.cordeiro,12/28/2022 12:35:18 PM,Y,N
01,22031,22,3,5,yadwinderjeet.bains,12/26/2022 2:01:08 PM,yadwinderjeet.bains,12/26/2022 2:01:22 PM,N,N
01,22061,22,3,5,natalia.bondarenko,12/30/2022 2:19:37 PM,natalia.bondarenko,12/30/2022 2:19:47 PM,Y,N
01,22062,22,3,5,natalia.bondarenko,12/30/2022 2:20:04 PM,natalia.bondarenko,12/30/2022 2:20:12 PM,Y,N
01,22065,22,3,5,fouad.charbati,1/2/2023 8:59:33 AM,fouad.charbati,1/2/2023 8:59:45 AM,Y,N
01,22080,22,3,5,ORBIT_System_User,1/3/2023 2:21:49 AM,ORBIT_System_User,1/3/2023 2:21:49 AM,N,Y
01,22081,22,3,5,andrea.falotico,1/2/2023 4:18:59 PM,andrea.falotico,1/2/2023 4:19:12 PM,Y,N
01,22301,22,3,5,ORBIT_System_User,1/3/2023 12:15:48 AM,naji.elkhoury,1/2/2023 8:20:11 PM,Y,Y
01,22440,22,3,5,ORBIT_System_User,1/3/2023 2:21:06 AM,ORBIT_System_User,1/3/2023 2:21:06 AM,N,Y
01,22441,22,3,5,vimlesh.prasad,1/2/2023 10:59:07 AM,vimlesh.prasad,1/2/2023 10:59:25 AM,N,N
01,22442,22,3,5,vimlesh.prasad,1/2/2023 11:00:24 AM,vimlesh.prasad,1/2/2023 11:00:36 AM,N,N
01,22443,22,3,5,vimlesh.prasad,1/2/2023 11:03:33 AM,vimlesh.prasad,1/2/2023 11:04:01 AM,N,N
01,22445,22,3,5,vimlesh.prasad,1/2/2023 11:04:38 AM,vimlesh.prasad,1/2/2023 11:04:55 AM,Y,N
01,22611,22,3,5,lawrence.mitchell,1/2/2023 11:27:43 AM,lawrence.mitchell,1/2/2023 11:27:35 AM,N,N
01,22612,22,3,5,ORBIT_System_User,1/3/2023 12:16:59 AM,ORBIT_System_User,1/3/2023 12:16:59 AM,N,Y
03,23006,22,3,5,anthony.gomes,1/2/2023 3:44:14 PM,anthony.gomes,1/2/2023 3:44:05 PM,Y,N
03,23009,22,3,5,carey.wesenberg,12/30/2022 1:09:23 PM,carey.wesenberg,12/30/2022 1:09:38 PM,Y,N
03,23011,22,3,5,ORBIT_System_User,1/3/2023 1:58:43 AM,ORBIT_System_User,1/3/2023 1:58:42 AM,N,Y
03,23013,22,3,5,suzanne.behan,12/30/2022 5:44:03 PM,suzanne.behan,12/30/2022 5:43:49 PM,Y,N
03,23014,22,3,5,ORBIT_System_User,1/3/2023 1:50:39 AM,ORBIT_System_User,1/3/2023 1:50:39 AM,N,Y
03,23016,22,3,5,sonalr.patel,1/2/2023 10:56:42 PM,sonalr.patel,1/2/2023 10:56:26 PM,Y,N
03,23018,22,3,5,,1/1/1900 12:00:00 AM,,1/1/1900 12:00:00 AM,N,N
03,23023,22,3,5,loren.potts,12/30/2022 2:15:42 PM,loren.potts,12/30/2022 2:15:58 PM,Y,N
03,23034,22,3,5,ORBIT_System_User,1/3/2023 1:47:36 AM,ORBIT_System_User,1/3/2023 1:47:36 AM,N,Y
03,23037,22,3,5,ORBIT_System_User,1/3/2023 1:58:45 AM,ORBIT_System_User,1/3/2023 1:58:44 AM,N,Y
02,23038,22,3,5,,1/1/1900 12:00:00 AM,,1/1/1900 12:00:00 AM,N,N
03,23041,22,3,5,ORBIT_System_User,1/3/2023 1:58:47 AM,ORBIT_System_User,1/3/2023 1:58:46 AM,N,Y
03,23045,22,3,5,shannon.kennedy,12/29/2022 8:39:42 AM,shannon.kennedy,12/29/2022 8:39:35 AM,Y,N
03,23065,22,3,5,anthony.gomes,1/2/2023 3:43:47 PM,anthony.gomes,1/2/2023 3:43:38 PM,Y,N
03,23074,22,3,5,david.curry,1/2/2023 1:30:07 PM,david.curry,1/2/2023 1:30:51 PM,N,N
03,23077,22,3,5,Richard.Mui,1/2/2023 7:10:08 PM,Richard.Mui,1/2/2023 7:10:01 PM,Y,N
03,23078,22,3,5,Richard.Mui,1/2/2023 7:10:52 PM,Richard.Mui,1/2/2023 7:10:45 PM,Y,N
03,23079,22,3,5,warren.andrews,1/2/2023 2:09:23 PM,warren.andrews,1/2/2023 2:10:46 PM,Y,N
03,23083,22,3,5,ruth.richard,12/30/2022 10:07:19 AM,ruth.richard,12/30/2022 10:07:37 AM,N,N
03,23084,22,3,5,laura.fuentes,12/23/2022 3:05:16 PM,laura.fuentes,12/23/2022 3:05:24 PM,N,N
03,23092,22,3,5,priya.abraham,1/1/2023 5:45:15 PM,priya.abraham,1/1/2023 5:45:35 PM,N,N
03,23095,22,3,5,murray.mcgarrett,1/1/2023 9:00:04 AM,murray.mcgarrett,1/1/2023 9:03:22 AM,N,N
16,23096,22,3,5,ORBIT_System_User,1/3/2023 1:47:40 AM,ORBIT_System_User,1/3/2023 1:47:40 AM,N,Y
03,23098,22,3,5,linda.mccreight,12/28/2022 12:33:40 PM,linda.mccreight,12/28/2022 12:34:18 PM,N,N
03,23099,22,3,5,minh.lu,12/29/2022 8:28:08 AM,minh.lu,12/29/2022 8:28:19 AM,N,N
03,23102,22,3,5,lloyd.borges,1/1/2023 10:40:20 PM,lloyd.borges,1/1/2023 10:39:27 PM,Y,N
03,23103,22,3,5,anthony.gomes,1/2/2023 9:58:41 PM,anthony.gomes,1/2/2023 9:57:19 PM,N,N
03,23104,22,3,5,anthony.gomes,1/2/2023 3:46:04 PM,anthony.gomes,1/2/2023 3:45:50 PM,N,N
03,23106,22,3,5,maria.nicholls,1/1/2023 4:18:21 PM,maria.nicholls,1/1/2023 4:18:30 PM,Y,N
03,23107,22,3,5,brian.ko,12/30/2022 8:30:55 AM,brian.ko,12/30/2022 8:31:10 AM,N,N
03,23111,22,3,5,patricia.mclean,1/2/2023 12:45:52 PM,patricia.mclean,1/2/2023 12:46:02 PM,N,N
03,23112,22,3,5,patricia.mclean,1/2/2023 12:47:00 PM,patricia.mclean,1/2/2023 12:47:14 PM,Y,N
03,23114,22,3,5,patricia.mclean,1/2/2023 12:47:36 PM,patricia.mclean,1/2/2023 12:47:45 PM,Y,N
03,23115,22,3,5,patricia.mclean,1/2/2023 12:48:03 PM,patricia.mclean,1/2/2023 12:48:16 PM,Y,N
03,23116,22,3,5,ORBIT_System_User,1/3/2023 2:22:13 AM,ORBIT_System_User,1/3/2023 2:22:13 AM,N,Y
16,23119,22,3,5,ORBIT_System_User,1/3/2023 12:17:43 AM,ORBIT_System_User,1/3/2023 12:17:43 AM,N,Y
03,23122,22,3,5,ORBIT_System_User,1/3/2023 2:29:41 AM,ORBIT_System_User,1/3/2023 2:29:41 AM,N,Y
03,23126,22,3,5,cecilia.mahabir,12/30/2022 9:55:57 AM,cecilia.mahabir,12/30/2022 9:55:47 AM,Y,N
03,23127,22,3,5,lisa.cunningham,1/2/2023 8:44:48 AM,,1/1/1900 12:00:00 AM,N,N
03,23128,22,3,5,ariana.marinaccio,1/2/2023 9:24:08 PM,ariana.marinaccio,1/2/2023 9:24:26 PM,Y,N
03,23129,22,3,5,ORBIT_System_User,1/3/2023 12:12:29 AM,ORBIT_System_User,1/3/2023 12:12:28 AM,N,Y
03,23133,22,3,5,andrew.yi,1/2/2023 1:46:19 PM,andrew.yi,1/2/2023 1:46:45 PM,N,N
03,23135,22,3,5,ORBIT_System_User,1/3/2023 12:20:15 AM,ORBIT_System_User,1/3/2023 12:20:14 AM,N,Y
03,23136,22,3,5,hassan.usmani,12/31/2022 3:40:26 PM,hassan.usmani,12/31/2022 3:40:47 PM,Y,N
03,23137,22,3,5,jessel.ferrao,12/30/2022 1:52:55 PM,jessel.ferrao,12/30/2022 1:53:05 PM,Y,N
03,23138,22,3,5,kerryleigh.hiscock,12/31/2022 10:49:11 AM,kerryleigh.hiscock,12/31/2022 10:49:23 AM,Y,N
03,23139,22,3,5,ORBIT_System_User,1/3/2023 12:20:27 AM,ORBIT_System_User,1/3/2023 12:20:27 AM,N,Y
03,23141,22,3,5,patricia.mclean,1/2/2023 12:48:36 PM,patricia.mclean,1/2/2023 12:48:48 PM,Y,N
03,23143,22,3,5,patricia.mclean,1/2/2023 12:49:11 PM,patricia.mclean,1/2/2023 12:49:26 PM,Y,N
03,23144,22,3,5,patricia.mclean,1/2/2023 7:50:08 PM,patricia.mclean,1/2/2023 7:50:23 PM,Y,N
03,23145,22,3,5,patricia.mclean,1/2/2023 12:49:56 PM,patricia.mclean,1/2/2023 12:50:15 PM,Y,N
03,23149,22,3,5,ORBIT_System_User,1/3/2023 12:22:14 AM,ORBIT_System_User,1/3/2023 12:22:14 AM,N,Y
03,23156,22,3,5,taleisa.mahabir,12/30/2022 9:56:53 AM,taleisa.mahabir,12/30/2022 9:56:23 AM,N,N
03,23160,22,3,5,patricia.mclean,1/2/2023 12:50:33 PM,patricia.mclean,1/2/2023 12:50:43 PM,N,N
03,23161,22,3,5,ORBIT_System_User,1/3/2023 12:21:15 AM,ORBIT_System_User,1/3/2023 12:21:15 AM,N,Y
02,23162,22,3,5,,1/1/1900 12:00:00 AM,,1/1/1900 12:00:00 AM,N,N
03,23165,22,3,5,patricia.mclean,1/2/2023 7:50:47 PM,patricia.mclean,1/2/2023 7:51:00 PM,Y,N
03,23167,22,3,5,patricia.mclean,1/2/2023 7:51:23 PM,patricia.mclean,1/2/2023 7:51:36 PM,Y,N
03,23168,22,3,5,patricia.mclean,1/2/2023 12:51:21 PM,patricia.mclean,1/2/2023 12:51:33 PM,Y,N
03,23172,22,3,5,arif.bengi,12/26/2022 9:07:21 PM,arif.bengi,12/26/2022 9:07:12 PM,N,N
03,23175,22,3,5,michelle.gionette,1/2/2023 4:43:03 PM,michelle.gionette,1/2/2023 4:43:22 PM,Y,N
03,23179,22,3,5,chantelle.martins,12/28/2022 9:26:14 AM,chantelle.martins,12/28/2022 9:31:47 AM,N,N
03,23183,22,3,5,ORBIT_System_User,1/3/2023 2:19:30 AM,ORBIT_System_User,1/3/2023 2:19:30 AM,N,Y
03,23187,22,3,5,ORBIT_System_User,1/3/2023 2:20:59 AM,,1/1/1900 12:00:00 AM,N,Y
03,23189,22,3,5,ORBIT_System_User,1/3/2023 2:21:55 AM,,1/1/1900 12:00:00 AM,N,Y
16,23190,22,3,5,aime.abreu,1/2/2023 11:13:33 PM,aime.abreu,1/2/2023 11:13:42 PM,Y,N
16,23191,22,3,5,aime.abreu,1/2/2023 11:12:49 PM,aime.abreu,1/2/2023 11:13:04 PM,Y,N
16,23193,22,3,5,aime.abreu,1/2/2023 10:09:27 PM,aime.abreu,1/2/2023 10:09:35 PM,Y,N
16,23194,22,3,5,aime.abreu,1/2/2023 11:37:43 PM,aime.abreu,1/2/2023 11:37:50 PM,Y,N
16,23195,22,3,5,shoukat.dharani,1/2/2023 1:48:25 PM,shoukat.dharani,1/2/2023 1:48:53 PM,N,N
16,23196,22,3,5,aime.abreu,1/2/2023 10:11:11 PM,aime.abreu,1/2/2023 10:11:35 PM,Y,N
45,23201,22,3,5,tyler.ing,1/2/2023 1:50:09 PM,tyler.ing,1/2/2023 1:50:18 PM,Y,N
45,23202,22,3,5,tyler.ing,1/2/2023 1:50:36 PM,tyler.ing,1/2/2023 1:50:43 PM,Y,N
45,23203,22,3,5,tyler.ing,1/2/2023 1:51:03 PM,tyler.ing,1/2/2023 1:51:09 PM,N,N
45,23204,22,3,5,tyler.ing,1/2/2023 1:51:23 PM,tyler.ing,1/2/2023 1:51:29 PM,N,N
45,23205,22,3,5,tyler.ing,1/2/2023 1:51:44 PM,tyler.ing,1/2/2023 1:51:50 PM,Y,N
45,23206,22,3,5,tyler.ing,1/2/2023 1:49:46 PM,tyler.ing,1/2/2023 1:49:54 PM,Y,N
45,23215,22,3,5,tyler.ing,1/2/2023 1:52:25 PM,tyler.ing,1/2/2023 1:52:30 PM,N,N
45,23216,22,3,5,tyler.ing,1/2/2023 1:52:47 PM,tyler.ing,1/2/2023 1:52:53 PM,N,N
16,23226,22,3,5,nannette.arcena,1/2/2023 12:40:50 PM,nannette.arcena,1/2/2023 12:41:08 PM,N,N
03,23228,22,3,5,arif.bengi,1/2/2023 10:44:47 AM,arif.bengi,1/2/2023 10:44:39 AM,Y,N
03,23231,22,3,5,ORBIT_System_User,1/3/2023 1:58:55 AM,ORBIT_System_User,1/3/2023 1:58:55 AM,N,Y
03,23238,22,3,5,linda.height,12/30/2022 7:56:24 AM,linda.height,12/30/2022 7:56:37 AM,N,N
03,23243,22,3,5,claudia.ramirez,12/30/2022 2:33:36 PM,claudia.ramirez,12/30/2022 2:34:03 PM,N,N
03,23253,22,3,5,,1/1/1900 12:00:00 AM,,1/1/1900 12:00:00 AM,N,N
03,23258,22,3,5,aaron.rutter,1/2/2023 11:35:07 PM,aaron.rutter,1/2/2023 11:35:21 PM,Y,N
03,23259,22,3,5,aaron.rutter,1/2/2023 11:28:44 PM,aaron.rutter,1/2/2023 11:29:17 PM,Y,N
03,23260,22,3,5,aaron.rutter,1/2/2023 11:37:58 PM,,1/1/1900 12:00:00 AM,N,N
03,23265,22,3,5,keith.burrows,12/31/2022 5:17:15 PM,keith.burrows,12/31/2022 5:17:25 PM,Y,N
03,23267,22,3,5,ORBIT_System_User,1/3/2023 1:58:59 AM,ORBIT_System_User,1/3/2023 1:58:59 AM,N,Y
03,23275,22,3,5,keith.burrows,12/31/2022 5:18:57 PM,keith.burrows,1/2/2023 7:02:02 PM,Y,N
03,23278,22,3,5,Richard.Mui,1/2/2023 7:11:32 PM,Richard.Mui,1/2/2023 7:11:24 PM,Y,N
03,23282,22,3,5,jhessa.eson,12/30/2022 11:43:02 AM,jhessa.eson,12/30/2022 11:43:17 AM,N,N
03,23284,22,3,5,jhessa.eson,12/30/2022 11:43:38 AM,,1/1/1900 12:00:00 AM,N,N
03,23285,22,3,5,Richard.Mui,1/2/2023 7:11:58 PM,Richard.Mui,1/2/2023 7:11:51 PM,N,N
03,23286,22,3,5,Richard.Mui,1/2/2023 7:12:45 PM,Richard.Mui,1/2/2023 7:12:32 PM,N,N
03,23288,22,3,5,ORBIT_System_User,1/3/2023 2:19:10 AM,,1/1/1900 12:00:00 AM,N,Y
03,23291,22,3,5,ORBIT_System_User,1/3/2023 2:16:32 AM,ORBIT_System_User,1/3/2023 2:16:31 AM,N,Y
03,23295,22,3,5,ORBIT_System_User,1/3/2023 2:20:42 AM,ORBIT_System_User,1/3/2023 2:20:41 AM,N,Y
03,23298,22,3,5,ORBIT_System_User,1/3/2023 12:19:29 AM,ORBIT_System_User,1/3/2023 12:19:29 AM,N,Y
03,23306,22,3,5,sarah.zia,12/22/2022 10:11:37 AM,sarah.zia,12/22/2022 10:10:55 AM,Y,N
03,23312,22,3,5,minh.lu,12/29/2022 8:30:05 AM,minh.lu,12/29/2022 8:30:15 AM,N,N
03,23316,22,3,5,ORBIT_System_User,1/3/2023 12:05:28 AM,ORBIT_System_User,1/3/2023 12:05:27 AM,N,Y
03,23318,22,3,5,harita.bhatt,1/2/2023 3:10:21 PM,harita.bhatt,1/2/2023 3:10:29 PM,Y,N
03,23319,22,3,5,ianna.whiting,12/31/2022 2:51:33 PM,ianna.whiting,12/31/2022 2:51:51 PM,N,N
03,23328,22,3,5,keri.fretz,12/30/2022 6:20:33 PM,keri.fretz,12/30/2022 6:20:43 PM,Y,N
03,23329,22,3,5,kyle.smeelen,1/2/2023 7:22:01 AM,kyle.smeelen,1/2/2023 7:22:19 AM,Y,N
03,23333,22,3,5,paul.napoli,1/2/2023 10:05:29 AM,paul.napoli,1/2/2023 10:05:43 AM,N,N
03,23335,22,3,5,cory.deadder,12/30/2022 5:30:23 PM,cory.deadder,12/30/2022 5:30:43 PM,N,N
03,23343,22,3,5,ORBIT_System_User,1/3/2023 12:15:30 AM,ORBIT_System_User,1/3/2023 12:15:30 AM,N,Y
03,23344,22,3,5,pawan.kapur,1/2/2023 8:59:09 AM,pawan.kapur,1/2/2023 8:59:24 AM,Y,N
03,23345,22,3,5,paul.napoli,1/2/2023 10:06:07 AM,paul.napoli,1/2/2023 10:06:22 AM,N,N
03,23346,22,3,5,arlind.miller,1/2/2023 9:42:05 PM,arlind.miller,1/2/2023 9:42:18 PM,N,N
03,23347,22,3,5,arif.bengi,12/26/2022 9:06:50 PM,arif.bengi,12/26/2022 9:06:41 PM,N,N
03,23349,22,3,5,cassandra.veronyak,1/2/2023 5:07:21 PM,cassandra.veronyak,1/2/2023 5:07:33 PM,Y,N
03,23359,22,3,5,cory.states,1/2/2023 5:18:26 PM,cory.states,1/2/2023 5:18:55 PM,Y,N
16,23362,22,3,5,ORBIT_System_User,1/3/2023 12:14:48 AM,,1/1/1900 12:00:00 AM,N,Y
03,23371,22,3,5,david.chung,12/31/2022 10:56:52 AM,david.chung,12/31/2022 10:58:36 AM,Y,N
03,23382,22,3,5,anthony.gomes,1/2/2023 10:02:05 PM,anthony.gomes,1/2/2023 10:01:53 PM,Y,N
03,23386,22,3,5,ORBIT_System_User,1/3/2023 2:32:28 AM,ORBIT_System_User,1/3/2023 2:32:28 AM,N,Y
03,23387,22,3,5,ORBIT_System_User,1/3/2023 2:32:53 AM,ORBIT_System_User,1/3/2023 2:32:53 AM,N,Y
03,23388,22,3,5,ORBIT_System_User,1/3/2023 2:32:54 AM,ORBIT_System_User,1/3/2023 2:32:53 AM,N,Y
03,23391,22,3,5,ORBIT_System_User,1/3/2023 12:03:29 AM,ORBIT_System_User,1/3/2023 12:03:29 AM,N,Y
03,23392,22,3,5,ORBIT_System_User,1/3/2023 12:04:16 AM,,1/1/1900 12:00:00 AM,N,Y
03,23395,22,3,5,dev.shetty,12/31/2022 12:53:31 PM,dev.shetty,12/31/2022 12:53:52 PM,Y,N
03,23398,22,3,5,ORBIT_System_User,1/3/2023 12:11:32 AM,ORBIT_System_User,1/3/2023 12:11:32 AM,N,Y
03,23399,22,3,5,ORBIT_System_User,1/3/2023 12:12:34 AM,ORBIT_System_User,1/3/2023 12:12:33 AM,N,Y
02,23401,22,3,5,,1/1/1900 12:00:00 AM,,1/1/1900 12:00:00 AM,N,N
16,23430,22,3,5,ORBIT_System_User,1/3/2023 1:47:48 AM,,1/1/1900 12:00:00 AM,N,Y
16,23433,22,3,5,ORBIT_System_User,1/3/2023 12:13:34 AM,ORBIT_System_User,1/3/2023 12:13:33 AM,N,Y
16,23441,22,3,5,omar.khan,12/31/2022 10:55:39 AM,omar.khan,12/31/2022 10:55:50 AM,Y,N
16,23442,22,3,5,kristian.froment,1/2/2023 2:18:24 PM,kristian.froment,1/2/2023 2:18:09 PM,N,N
16,23443,22,3,5,nannette.arcena,1/2/2023 8:34:12 PM,nannette.arcena,1/2/2023 8:34:25 PM,Y,N
16,23446,22,3,5,nannette.arcena,1/2/2023 8:21:06 PM,nannette.arcena,1/2/2023 8:21:16 PM,N,N
16,23447,22,3,5,nannette.arcena,12/25/2022 10:45:44 PM,nannette.arcena,12/25/2022 10:46:12 PM,N,N
16,23448,22,3,5,shanti.seecharan,1/1/2023 9:48:45 AM,shanti.seecharan,1/1/2023 9:46:29 AM,Y,N
16,23449,22,3,5,ORBIT_System_User,1/3/2023 2:27:35 AM,ORBIT_System_User,1/3/2023 2:27:35 AM,N,Y
16,23450,22,3,5,ORBIT_System_User,1/3/2023 2:30:40 AM,,1/1/1900 12:00:00 AM,N,Y
16,23453,22,3,5,nannette.arcena,1/2/2023 12:43:37 PM,nannette.arcena,1/2/2023 12:44:00 PM,Y,N
16,23456,22,3,5,nannette.arcena,1/2/2023 8:32:56 PM,nannette.arcena,1/2/2023 8:33:08 PM,Y,N
16,23457,22,3,5,christopher.valle,12/29/2022 10:03:13 PM,christopher.valle,12/29/2022 10:03:22 PM,N,N
16,23458,22,3,5,christopher.valle,12/29/2022 10:03:41 PM,christopher.valle,12/29/2022 10:03:50 PM,N,N
