,,,,,Submission Delinquency Report
,Run Date:,,2023-01-03
,For:,,Year: 22, Period: 3, Week: 5
,Filter For all units

Sector,Unit #,Fiscal Year,Period,Week,UserName - Purchases,Date Purchases Submitted,Username - Sales,Date Sales Submitted,Data Entered (Y/N), Forced Submission
11,41435,22,3,5,melanie.dupuis,12/27/2022 8:58:41 AM,melanie.dupuis,12/27/2022 8:58:57 AM,N,N
11,41436,22,3,5,melanie.dupuis,12/27/2022 8:59:43 AM,melanie.dupuis,12/27/2022 8:59:51 AM,N,N
11,41437,22,3,5,melanie.dupuis,12/27/2022 9:00:29 AM,melanie.dupuis,12/27/2022 9:00:35 AM,N,N
11,41438,22,3,5,gwenola.haie,12/23/2022 1:42:30 PM,gwenola.haie,12/23/2022 1:42:23 PM,N,N
11,41439,22,3,5,annie.dubuc,12/30/2022 11:55:24 AM,annie.dubuc,12/30/2022 11:55:31 AM,N,N
11,41442,22,3,5,emilie.lavigne,12/26/2022 5:39:28 PM,emilie.lavigne,12/26/2022 5:39:34 PM,Y,N
11,41443,22,3,5,nathalie.simard,12/26/2022 11:46:33 AM,nathalie.simard,12/26/2022 11:46:41 AM,Y,N
11,41444,22,3,5,nathalie.simard,12/26/2022 11:52:52 AM,nathalie.simard,12/26/2022 11:52:59 AM,Y,N
11,41445,22,3,5,nathalie.simard,12/26/2022 11:54:05 AM,nathalie.simard,12/26/2022 11:54:13 AM,Y,N
11,41447,22,3,5,emilie.lavigne,12/26/2022 5:40:48 PM,emilie.lavigne,12/26/2022 5:40:54 PM,Y,N
11,41450,22,3,5,nathalie.simard,12/26/2022 11:55:37 AM,nathalie.simard,12/26/2022 11:55:45 AM,N,N
11,41454,22,3,5,emilie.lavigne,12/26/2022 5:41:21 PM,emilie.lavigne,12/26/2022 5:41:29 PM,Y,N
11,41455,22,3,5,nathalie.simard,12/26/2022 11:56:53 AM,nathalie.simard,12/26/2022 11:57:00 AM,Y,N
11,41456,22,3,5,nathalie.simard,12/26/2022 11:58:05 AM,nathalie.simard,12/26/2022 11:58:12 AM,Y,N
11,41457,22,3,5,nathalie.simard,12/26/2022 11:59:32 AM,nathalie.simard,12/26/2022 11:59:38 AM,Y,N
11,41458,22,3,5,nathalie.simard,12/26/2022 12:00:36 PM,nathalie.simard,12/26/2022 12:00:43 PM,Y,N
11,41459,22,3,5,nathalie.simard,12/26/2022 12:01:43 PM,nathalie.simard,12/26/2022 12:01:49 PM,Y,N
11,41462,22,3,5,,1/1/1900 12:00:00 AM,,1/1/1900 12:00:00 AM,N,N
11,41470,22,3,5,melanie.dupuis,12/27/2022 9:01:22 AM,melanie.dupuis,12/27/2022 9:01:31 AM,Y,N
11,41471,22,3,5,melanie.dupuis,12/27/2022 9:02:07 AM,melanie.dupuis,12/27/2022 9:02:15 AM,Y,N
11,41472,22,3,5,melanie.dupuis,12/27/2022 9:03:17 AM,melanie.dupuis,12/27/2022 9:03:33 AM,Y,N
11,41473,22,3,5,melanie.dupuis,12/27/2022 9:05:34 AM,melanie.dupuis,12/27/2022 9:05:50 AM,Y,N
11,41474,22,3,5,melanie.dupuis,12/27/2022 9:07:19 AM,melanie.dupuis,12/27/2022 9:07:26 AM,Y,N
11,41475,22,3,5,melanie.dupuis,12/27/2022 9:08:18 AM,melanie.dupuis,12/27/2022 9:08:24 AM,Y,N
11,41476,22,3,5,melanie.dupuis,12/27/2022 9:09:16 AM,melanie.dupuis,12/27/2022 9:09:25 AM,Y,N
11,41477,22,3,5,melanie.dupuis,12/27/2022 9:10:29 AM,melanie.dupuis,12/27/2022 9:10:36 AM,Y,N
11,41502,22,3,5,elisabeth.piche,12/27/2022 12:29:42 PM,elisabeth.piche,12/27/2022 12:29:47 PM,N,N
11,41503,22,3,5,lucie.parent,12/26/2022 11:14:36 AM,lucie.parent,12/26/2022 11:14:43 AM,N,N
11,41505,22,3,5,gwenola.haie,12/23/2022 1:45:03 PM,gwenola.haie,12/23/2022 1:44:57 PM,N,N
11,41506,22,3,5,annie.dubuc,12/30/2022 11:56:29 AM,annie.dubuc,12/30/2022 11:56:38 AM,N,N
11,41507,22,3,5,annie.dubuc,12/30/2022 11:57:11 AM,annie.dubuc,12/30/2022 11:57:19 AM,N,N
11,41509,22,3,5,annie.dubuc,12/30/2022 11:57:55 AM,annie.dubuc,12/30/2022 11:58:03 AM,N,N
11,41511,22,3,5,lucie.parent,12/24/2022 3:32:41 PM,lucie.parent,12/24/2022 3:32:47 PM,N,N
11,41522,22,3,5,annie.dubuc,12/30/2022 11:58:42 AM,annie.dubuc,12/30/2022 11:58:50 AM,N,N
11,41541,22,3,5,annie.dubuc,12/30/2022 12:19:27 PM,annie.dubuc,12/30/2022 12:19:49 PM,Y,N
11,41542,22,3,5,annie.dubuc,12/30/2022 12:12:22 PM,annie.dubuc,12/30/2022 12:12:32 PM,N,N
11,41551,22,3,5,annie.dubuc,12/30/2022 12:20:19 PM,annie.dubuc,12/30/2022 12:20:27 PM,N,N
11,41621,22,3,5,melanie.dupuis,12/27/2022 9:11:29 AM,melanie.dupuis,12/27/2022 9:11:35 AM,N,N
11,41622,22,3,5,melanie.dupuis,12/27/2022 7:51:50 AM,,1/1/1900 12:00:00 AM,N,N
11,41641,22,3,5,,1/1/1900 12:00:00 AM,,1/1/1900 12:00:00 AM,N,N
11,41703,22,3,5,audrey.cauchon,12/29/2022 8:59:54 AM,audrey.cauchon,12/29/2022 9:00:02 AM,N,N
11,41709,22,3,5,audrey.cauchon,12/29/2022 9:00:38 AM,audrey.cauchon,12/29/2022 9:00:49 AM,N,N
11,41710,22,3,5,joan.leroux,12/23/2022 4:42:10 PM,joan.leroux,12/23/2022 4:42:24 PM,N,N
11,41711,22,3,5,joan.leroux,12/23/2022 4:44:41 PM,joan.leroux,12/23/2022 4:44:49 PM,N,N
11,41712,22,3,5,joan.leroux,12/23/2022 4:45:34 PM,joan.leroux,12/23/2022 4:45:41 PM,N,N
11,41713,22,3,5,joan.leroux,12/23/2022 4:46:33 PM,joan.leroux,12/23/2022 4:46:40 PM,N,N
11,41718,22,3,5,ORBIT_System_User,1/3/2023 2:03:26 AM,ORBIT_System_User,1/3/2023 2:03:25 AM,N,Y
11,41722,22,3,5,francois.galibois,12/23/2022 9:45:02 AM,francois.galibois,12/23/2022 9:45:32 AM,N,N
11,41723,22,3,5,audrey.cauchon,12/29/2022 9:02:19 AM,audrey.cauchon,12/29/2022 9:02:27 AM,Y,N
11,41724,22,3,5,audrey.cauchon,12/29/2022 9:03:57 AM,audrey.cauchon,12/29/2022 9:04:05 AM,N,N
11,41729,22,3,5,francois.galibois,12/23/2022 12:16:08 PM,francois.galibois,12/23/2022 12:16:26 PM,N,N
11,41730,22,3,5,annie.dubuc,12/30/2022 12:20:49 PM,annie.dubuc,12/30/2022 12:20:59 PM,N,N
11,41733,22,3,5,annie.dubuc,12/30/2022 12:21:30 PM,annie.dubuc,12/30/2022 12:21:43 PM,N,N
11,41738,22,3,5,annie.dubuc,12/30/2022 12:22:19 PM,annie.dubuc,12/30/2022 12:22:28 PM,N,N
11,41741,22,3,5,audrey.cauchon,12/29/2022 9:04:43 AM,audrey.cauchon,12/29/2022 9:04:51 AM,N,N
11,41742,22,3,5,audrey.cauchon,12/29/2022 9:05:23 AM,audrey.cauchon,12/29/2022 9:05:31 AM,N,N
11,41743,22,3,5,audrey.cauchon,12/29/2022 9:06:59 AM,audrey.cauchon,12/29/2022 9:07:09 AM,N,N
11,41744,22,3,5,audrey.cauchon,12/29/2022 9:07:43 AM,audrey.cauchon,12/29/2022 9:07:51 AM,N,N
11,41745,22,3,5,ORBIT_System_User,1/3/2023 2:03:39 AM,ORBIT_System_User,1/3/2023 2:03:38 AM,N,Y
11,41746,22,3,5,audrey.cauchon,12/29/2022 9:10:54 AM,audrey.cauchon,12/29/2022 9:11:02 AM,N,N
11,41747,22,3,5,,1/1/1900 12:00:00 AM,,1/1/1900 12:00:00 AM,N,N
11,41750,22,3,5,emilie.lavigne,12/26/2022 5:42:06 PM,emilie.lavigne,12/26/2022 5:42:12 PM,N,N
11,41751,22,3,5,emilie.lavigne,12/26/2022 5:49:28 PM,emilie.lavigne,12/26/2022 5:49:35 PM,N,N
11,41753,22,3,5,emilie.lavigne,12/26/2022 5:59:18 PM,emilie.lavigne,12/26/2022 5:59:23 PM,N,N
11,41757,22,3,5,,1/1/1900 12:00:00 AM,,1/1/1900 12:00:00 AM,N,N
11,41758,22,3,5,emilie.lavigne,12/26/2022 5:42:49 PM,emilie.lavigne,12/26/2022 5:42:55 PM,N,N
11,41760,22,3,5,ORBIT_System_User,1/3/2023 2:03:48 AM,ORBIT_System_User,1/3/2023 2:03:47 AM,N,Y
11,41763,22,3,5,nancy.stgermain,12/23/2022 2:33:16 PM,nancy.stgermain,12/23/2022 2:33:26 PM,N,N
11,41764,22,3,5,nancy.stgermain,12/23/2022 2:35:06 PM,nancy.stgermain,12/23/2022 2:35:16 PM,N,N
11,41765,22,3,5,elisabeth.piche,12/27/2022 12:30:40 PM,elisabeth.piche,12/27/2022 12:30:46 PM,N,N
11,41768,22,3,5,nancy.stgermain,12/23/2022 2:37:08 PM,nancy.stgermain,12/23/2022 2:37:17 PM,N,N
11,41772,22,3,5,nancy.stgermain,12/23/2022 2:39:27 PM,nancy.stgermain,12/23/2022 2:39:37 PM,N,N
11,41774,22,3,5,lucie.pouliot,12/23/2022 2:59:53 PM,lucie.pouliot,12/23/2022 3:00:02 PM,N,N
11,41781,22,3,5,joan.leroux,12/23/2022 4:47:29 PM,joan.leroux,12/23/2022 4:47:36 PM,N,N
11,41788,22,3,5,audrey.cauchon,12/29/2022 9:22:52 AM,audrey.cauchon,12/29/2022 9:23:12 AM,N,N
11,41789,22,3,5,francois.galibois,12/23/2022 1:57:05 PM,francois.galibois,12/23/2022 1:57:19 PM,N,N
11,41798,22,3,5,lucie.pouliot,12/23/2022 2:57:34 PM,lucie.pouliot,12/23/2022 2:58:05 PM,N,N
11,41799,22,3,5,audrey.cauchon,12/29/2022 9:25:38 AM,audrey.cauchon,12/29/2022 9:25:58 AM,N,N
11,41810,22,3,5,elisabeth.piche,12/27/2022 12:31:24 PM,elisabeth.piche,12/27/2022 12:31:31 PM,Y,N
11,41813,22,3,5,joan.leroux,12/23/2022 4:48:21 PM,joan.leroux,12/23/2022 4:48:27 PM,N,N
11,41814,22,3,5,joan.leroux,12/23/2022 4:50:09 PM,joan.leroux,12/23/2022 4:50:17 PM,N,N
11,41817,22,3,5,elisabeth.piche,12/27/2022 12:32:26 PM,elisabeth.piche,12/27/2022 12:32:33 PM,Y,N
11,41818,22,3,5,elisabeth.piche,12/27/2022 12:33:23 PM,elisabeth.piche,12/27/2022 12:33:32 PM,N,N
11,41820,22,3,5,ORBIT_System_User,1/3/2023 2:04:04 AM,ORBIT_System_User,1/3/2023 2:04:03 AM,N,Y
11,41833,22,3,5,audrey.cauchon,12/29/2022 9:27:06 AM,audrey.cauchon,12/29/2022 9:27:33 AM,N,N
11,41835,22,3,5,lucie.pouliot,12/23/2022 2:56:19 PM,lucie.pouliot,12/23/2022 2:56:30 PM,N,N
11,41837,22,3,5,audrey.cauchon,12/29/2022 9:29:31 AM,audrey.cauchon,12/29/2022 9:29:38 AM,N,N
11,41838,22,3,5,lucie.parent,12/24/2022 3:47:45 PM,lucie.parent,12/24/2022 3:48:00 PM,N,N
11,41842,22,3,5,gwenola.haie,12/23/2022 1:47:16 PM,gwenola.haie,12/23/2022 1:47:09 PM,N,N
11,41843,22,3,5,lucie.parent,12/26/2022 11:13:39 AM,lucie.parent,12/26/2022 11:13:45 AM,N,N
11,41844,22,3,5,lucie.parent,12/24/2022 3:34:08 PM,lucie.parent,12/24/2022 3:34:14 PM,N,N
11,41845,22,3,5,annie.dubuc,12/30/2022 12:23:23 PM,annie.dubuc,12/30/2022 12:23:33 PM,N,N
11,41847,22,3,5,annie.dubuc,1/1/2023 4:44:25 PM,annie.dubuc,1/1/2023 4:44:37 PM,N,N
11,41849,22,3,5,nathalie.simard,12/26/2022 12:03:49 PM,nathalie.simard,12/26/2022 12:03:55 PM,N,N
11,41853,22,3,5,elisabeth.piche,12/27/2022 12:34:25 PM,elisabeth.piche,12/27/2022 12:34:32 PM,N,N
11,41854,22,3,5,elisabeth.piche,12/27/2022 12:35:10 PM,elisabeth.piche,12/27/2022 12:35:17 PM,Y,N
11,41860,22,3,5,joan.leroux,12/23/2022 4:51:51 PM,joan.leroux,12/23/2022 4:52:10 PM,N,N
11,41861,22,3,5,elisabeth.piche,12/27/2022 12:36:16 PM,elisabeth.piche,12/27/2022 12:36:21 PM,Y,N
11,41862,22,3,5,elisabeth.piche,12/27/2022 12:37:13 PM,elisabeth.piche,12/27/2022 12:37:19 PM,Y,N
11,41863,22,3,5,elisabeth.piche,12/27/2022 12:38:05 PM,elisabeth.piche,12/27/2022 12:38:10 PM,Y,N
11,41870,22,3,5,ORBIT_System_User,1/3/2023 2:04:18 AM,ORBIT_System_User,1/3/2023 2:04:17 AM,N,Y
11,41971,22,3,5,lucie.parent,12/24/2022 3:38:03 PM,lucie.parent,12/24/2022 3:38:09 PM,N,N
01,42071,22,3,5,amy.boulanger,1/2/2023 1:52:16 PM,amy.boulanger,1/2/2023 1:52:39 PM,Y,N
01,42081,22,3,5,ORBIT_System_User,1/3/2023 2:21:22 AM,ORBIT_System_User,1/3/2023 2:21:21 AM,N,Y
11,42402,22,3,5,clio.sabbagha,1/1/2023 6:03:47 PM,clio.sabbagha,1/1/2023 6:03:54 PM,N,N
11,42418,22,3,5,lucie.pouliot,12/31/2022 11:37:20 AM,lucie.pouliot,12/31/2022 11:37:35 AM,Y,N
11,42424,22,3,5,myriam.nault,1/2/2023 7:49:23 PM,myriam.nault,1/2/2023 7:49:42 PM,N,N
11,42449,22,3,5,clio.sabbagha,1/1/2023 6:10:40 PM,clio.sabbagha,1/1/2023 6:10:48 PM,N,N
11,42453,22,3,5,brigitte.moreau,1/1/2023 11:38:45 AM,brigitte.moreau,1/1/2023 11:38:55 AM,Y,N
11,42457,22,3,5,raphaele.dupuislemie,1/2/2023 9:52:04 AM,,1/1/1900 12:00:00 AM,N,N
11,42458,22,3,5,brigitte.moreau,1/1/2023 12:03:09 PM,brigitte.moreau,1/1/2023 12:03:16 PM,N,N
11,43008,22,3,5,ORBIT_System_User,1/3/2023 2:30:43 AM,ORBIT_System_User,1/3/2023 2:30:43 AM,N,Y
11,43009,22,3,5,pascal.queron,12/30/2022 4:02:20 PM,pascal.queron,12/30/2022 4:02:56 PM,N,N
11,43011,22,3,5,pascal.queron,12/30/2022 4:04:01 PM,pascal.queron,12/30/2022 4:04:11 PM,N,N
11,43040,22,3,5,vincent.autet,12/23/2022 2:30:00 PM,vincent.autet,12/23/2022 2:30:10 PM,N,N
11,43041,22,3,5,pascal.queron,12/30/2022 4:06:03 PM,pascal.queron,12/30/2022 4:06:11 PM,N,N
11,43042,22,3,5,pascal.queron,12/30/2022 4:06:30 PM,pascal.queron,12/30/2022 4:06:39 PM,N,N
11,43043,22,3,5,pascal.queron,12/30/2022 4:07:39 PM,pascal.queron,12/30/2022 4:07:46 PM,N,N
11,43045,22,3,5,louise.dubuc01,12/23/2022 2:33:14 PM,louise.dubuc01,12/23/2022 2:33:42 PM,N,N
11,43049,22,3,5,pascal.queron,12/30/2022 4:08:14 PM,pascal.queron,12/30/2022 4:08:22 PM,N,N
11,43058,22,3,5,romain.molet,12/30/2022 9:11:25 AM,romain.molet,12/30/2022 9:11:34 AM,N,N
11,43063,22,3,5,pascal.queron,12/30/2022 4:09:18 PM,pascal.queron,12/30/2022 4:09:27 PM,Y,N
11,43064,22,3,5,pascal.queron,12/30/2022 4:09:46 PM,pascal.queron,12/30/2022 4:09:59 PM,N,N
11,43077,22,3,5,pascal.queron,12/30/2022 4:10:40 PM,pascal.queron,12/30/2022 4:10:47 PM,N,N
11,43081,22,3,5,pascal.queron,12/30/2022 4:57:47 PM,pascal.queron,12/30/2022 4:57:55 PM,N,N
11,43093,22,3,5,ORBIT_System_User,1/3/2023 2:21:14 AM,ORBIT_System_User,1/3/2023 2:21:14 AM,N,Y
11,43096,22,3,5,pascal.queron,12/30/2022 4:57:07 PM,pascal.queron,12/30/2022 4:57:15 PM,N,N
11,43097,22,3,5,christian.berthiaume,12/30/2022 12:17:32 PM,christian.berthiaume,12/30/2022 12:17:45 PM,Y,N
11,43098,22,3,5,pascal.queron,12/31/2022 4:21:34 PM,pascal.queron,12/31/2022 4:21:44 PM,Y,N
11,43101,22,3,5,,1/1/1900 12:00:00 AM,,1/1/1900 12:00:00 AM,N,N
16,43111,22,3,5,yolaine.masse,1/2/2023 9:45:25 AM,yolaine.masse,1/2/2023 9:45:38 AM,Y,N
03,43181,22,3,5,ORBIT_System_User,1/3/2023 2:22:16 AM,ORBIT_System_User,1/3/2023 2:22:16 AM,N,Y
03,43182,22,3,5,ORBIT_System_User,1/3/2023 2:22:23 AM,ORBIT_System_User,1/3/2023 2:22:23 AM,N,Y
03,43183,22,3,5,ORBIT_System_User,1/3/2023 12:21:07 AM,ORBIT_System_User,1/3/2023 12:21:06 AM,N,Y
03,43184,22,3,5,ORBIT_System_User,1/3/2023 12:21:10 AM,ORBIT_System_User,1/3/2023 12:21:10 AM,N,Y
16,43201,22,3,5,patrick.thouin,12/30/2022 10:54:24 AM,patrick.thouin,12/30/2022 10:54:33 AM,N,N
45,43203,22,3,5,thomas.klaroudas,1/1/2023 9:31:40 PM,thomas.klaroudas,1/1/2023 9:31:51 PM,N,N
45,43204,22,3,5,thomas.klaroudas,1/1/2023 9:30:56 PM,thomas.klaroudas,1/1/2023 9:31:11 PM,N,N
45,43205,22,3,5,thomas.klaroudas,1/1/2023 9:30:27 PM,thomas.klaroudas,1/1/2023 9:30:38 PM,N,N
45,43206,22,3,5,thomas.klaroudas,1/1/2023 9:29:30 PM,thomas.klaroudas,1/1/2023 9:29:41 PM,N,N
45,43207,22,3,5,thomas.klaroudas,1/1/2023 9:29:00 PM,thomas.klaroudas,1/1/2023 9:29:11 PM,N,N
45,43208,22,3,5,thomas.klaroudas,1/1/2023 9:28:33 PM,thomas.klaroudas,1/1/2023 9:28:44 PM,N,N
45,43209,22,3,5,thomas.klaroudas,1/1/2023 9:28:03 PM,thomas.klaroudas,1/1/2023 9:28:15 PM,N,N
45,43211,22,3,5,thomas.klaroudas,1/1/2023 9:27:17 PM,thomas.klaroudas,1/1/2023 9:27:33 PM,Y,N
11,43213,22,3,5,ORBIT_System_User,1/3/2023 2:17:36 AM,ORBIT_System_User,1/3/2023 2:17:35 AM,N,Y
11,43215,22,3,5,sarah.prevost,12/30/2022 12:53:49 PM,sarah.prevost,12/30/2022 12:54:01 PM,Y,N
11,43217,22,3,5,sarah.prevost,12/30/2022 12:52:32 PM,sarah.prevost,12/30/2022 12:52:43 PM,N,N
11,43224,22,3,5,romain.molet,12/30/2022 10:55:33 AM,romain.molet,12/30/2022 10:56:53 AM,Y,N
11,43225,22,3,5,romain.molet,12/30/2022 9:12:02 AM,romain.molet,12/30/2022 9:13:15 AM,N,N
11,43242,22,3,5,pascal.queron,12/26/2022 11:18:26 AM,pascal.queron,12/26/2022 11:18:43 AM,Y,N
11,43412,22,3,5,sarah.prevost,12/30/2022 12:51:49 PM,sarah.prevost,12/30/2022 12:52:00 PM,N,N
11,43415,22,3,5,pascal.queron,12/30/2022 4:13:36 PM,pascal.queron,12/30/2022 4:13:42 PM,Y,N
11,43425,22,3,5,romain.molet,12/30/2022 9:13:42 AM,romain.molet,12/30/2022 9:14:43 AM,N,N
11,43472,22,3,5,romain.molet,12/30/2022 9:15:14 AM,romain.molet,12/30/2022 9:16:01 AM,Y,N
11,43489,22,3,5,ORBIT_System_User,1/3/2023 12:12:51 AM,ORBIT_System_User,1/3/2023 12:12:50 AM,N,Y
11,43491,22,3,5,pascal.queron,12/30/2022 4:31:49 PM,pascal.queron,12/30/2022 4:32:04 PM,Y,N
11,43495,22,3,5,romain.molet,12/30/2022 9:16:21 AM,romain.molet,12/30/2022 9:16:38 AM,N,N
11,43531,22,3,5,genevieve.desrochers,12/23/2022 3:05:07 PM,genevieve.desrochers,12/23/2022 3:05:16 PM,N,N
16,43591,22,3,5,sarah.reilly,1/2/2023 2:22:45 PM,sarah.reilly,1/2/2023 2:22:54 PM,Y,N
16,43592,22,3,5,sarah.reilly,1/2/2023 2:23:17 PM,sarah.reilly,1/2/2023 2:23:24 PM,N,N
16,43593,22,3,5,sarah.reilly,1/2/2023 2:23:44 PM,sarah.reilly,1/2/2023 2:23:50 PM,N,N
11,43610,22,3,5,ginette.gagnon,1/2/2023 7:39:46 PM,ginette.gagnon,1/2/2023 7:39:54 PM,N,N
11,43615,22,3,5,ginette.gagnon,1/2/2023 7:39:21 PM,ginette.gagnon,1/2/2023 7:39:31 PM,Y,N
11,43618,22,3,5,pascal.queron,12/30/2022 4:15:53 PM,pascal.queron,12/30/2022 4:15:59 PM,N,N
16,43999,22,3,5,ORBIT_System_User,1/3/2023 12:12:50 AM,ORBIT_System_User,1/3/2023 12:12:50 AM,N,Y
11,44004,22,3,5,raphaele.dupuislemie,1/2/2023 10:11:29 AM,raphaele.dupuislemie,1/2/2023 10:11:41 AM,Y,N
11,44009,22,3,5,clio.sabbagha,1/1/2023 6:11:42 PM,,1/1/1900 12:00:00 AM,Y,N
11,44015,22,3,5,brigitte.moreau,1/1/2023 3:19:27 PM,brigitte.moreau,1/1/2023 3:19:35 PM,Y,N
11,44018,22,3,5,myriam.nault,1/2/2023 7:51:42 PM,myriam.nault,1/2/2023 7:52:02 PM,Y,N
11,44019,22,3,5,myriam.nault,1/2/2023 7:53:09 PM,myriam.nault,1/2/2023 7:53:25 PM,Y,N
11,44020,22,3,5,myriam.nault,1/2/2023 7:53:54 PM,,1/1/1900 12:00:00 AM,N,N
11,44021,22,3,5,myriam.nault,1/2/2023 7:55:31 PM,myriam.nault,1/2/2023 7:55:49 PM,Y,N
11,44026,22,3,5,clio.sabbagha,1/1/2023 6:13:55 PM,clio.sabbagha,1/1/2023 6:14:02 PM,Y,N
11,44032,22,3,5,raphaele.dupuislemie,1/2/2023 10:12:00 AM,raphaele.dupuislemie,1/2/2023 10:12:09 AM,N,N
11,44033,22,3,5,brigitte.moreau,1/1/2023 3:21:24 PM,brigitte.moreau,1/1/2023 3:21:32 PM,N,N
11,44034,22,3,5,brigitte.moreau,1/1/2023 3:26:51 PM,brigitte.moreau,1/1/2023 3:27:00 PM,Y,N
11,44035,22,3,5,myriam.nault,1/2/2023 7:56:26 PM,myriam.nault,1/2/2023 7:56:48 PM,Y,N
11,44036,22,3,5,clio.sabbagha,1/1/2023 6:18:10 PM,clio.sabbagha,1/1/2023 6:18:18 PM,N,N
11,44037,22,3,5,myriam.nault,1/2/2023 7:57:23 PM,myriam.nault,1/2/2023 7:57:54 PM,Y,N
11,44038,22,3,5,brigitte.moreau,1/1/2023 3:35:01 PM,brigitte.moreau,1/1/2023 3:35:10 PM,Y,N
11,44039,22,3,5,brigitte.moreau,1/1/2023 3:45:07 PM,brigitte.moreau,1/1/2023 3:45:15 PM,N,N
11,44041,22,3,5,raphaele.dupuislemie,1/2/2023 10:13:38 AM,,1/1/1900 12:00:00 AM,Y,N
11,44050,22,3,5,brigitte.moreau,1/1/2023 3:45:57 PM,,1/1/1900 12:00:00 AM,N,N
11,44056,22,3,5,brigitte.moreau,1/1/2023 3:46:39 PM,brigitte.moreau,1/1/2023 3:46:49 PM,N,N
11,45404,22,3,5,romain.molet,12/30/2022 10:25:20 AM,romain.molet,12/30/2022 10:25:30 AM,N,N
11,45405,22,3,5,romain.molet,12/30/2022 10:25:47 AM,romain.molet,12/30/2022 10:25:55 AM,N,N
11,45406,22,3,5,romain.molet,12/30/2022 10:26:13 AM,romain.molet,12/30/2022 10:26:42 AM,N,N
11,45413,22,3,5,romain.molet,12/30/2022 10:05:56 AM,romain.molet,12/30/2022 10:06:07 AM,Y,N
11,45421,22,3,5,pascal.queron,12/31/2022 4:05:09 PM,pascal.queron,12/31/2022 4:05:40 PM,Y,N
11,47003,22,3,5,sylvie.mcduff,12/22/2022 5:15:03 PM,sylvie.mcduff,12/22/2022 5:15:11 PM,N,N
11,47007,22,3,5,sylvie.mcduff,12/22/2022 2:03:49 PM,sylvie.mcduff,12/22/2022 2:04:10 PM,N,N
11,47018,22,3,5,sylvie.mcduff,12/25/2022 9:30:07 AM,sylvie.mcduff,12/25/2022 9:30:16 AM,N,N
11,47021,22,3,5,sylvie.mcduff,12/25/2022 8:58:45 AM,sylvie.mcduff,12/25/2022 8:58:53 AM,N,N
11,47027,22,3,5,lucie.parent,12/24/2022 3:36:50 PM,lucie.parent,12/24/2022 3:36:56 PM,N,N
01,47080,22,3,5,ORBIT_System_User,1/3/2023 2:21:23 AM,ORBIT_System_User,1/3/2023 2:21:23 AM,N,Y
01,47081,22,3,5,ORBIT_System_User,1/3/2023 2:21:24 AM,ORBIT_System_User,1/3/2023 2:21:24 AM,N,Y
01,47082,22,3,5,ORBIT_System_User,1/3/2023 2:21:25 AM,ORBIT_System_User,1/3/2023 2:21:25 AM,N,Y
01,47083,22,3,5,ORBIT_System_User,1/3/2023 2:21:26 AM,ORBIT_System_User,1/3/2023 2:21:26 AM,N,Y
01,47084,22,3,5,ORBIT_System_User,1/3/2023 2:21:27 AM,ORBIT_System_User,1/3/2023 2:21:27 AM,N,Y
01,47086,22,3,5,ORBIT_System_User,1/3/2023 2:28:54 AM,ORBIT_System_User,1/3/2023 2:28:53 AM,N,Y
01,47087,22,3,5,ORBIT_System_User,1/3/2023 2:28:55 AM,ORBIT_System_User,1/3/2023 2:28:55 AM,N,Y
01,47088,22,3,5,ORBIT_System_User,1/3/2023 2:29:46 AM,ORBIT_System_User,1/3/2023 2:29:45 AM,N,Y
01,47091,22,3,5,ORBIT_System_User,1/3/2023 2:31:40 AM,ORBIT_System_User,1/3/2023 2:31:39 AM,N,Y
01,47093,22,3,5,ORBIT_System_User,1/3/2023 2:31:41 AM,ORBIT_System_User,1/3/2023 2:31:40 AM,N,Y
01,47094,22,3,5,ORBIT_System_User,1/3/2023 2:31:42 AM,ORBIT_System_User,1/3/2023 2:31:41 AM,N,Y
01,47095,22,3,5,ORBIT_System_User,1/3/2023 2:31:43 AM,ORBIT_System_User,1/3/2023 2:31:42 AM,N,Y
01,47096,22,3,5,ORBIT_System_User,1/3/2023 2:31:44 AM,ORBIT_System_User,1/3/2023 2:31:43 AM,N,Y
11,47406,22,3,5,ORBIT_System_User,1/3/2023 2:31:44 AM,,1/1/1900 12:00:00 AM,N,Y
11,47407,22,3,5,sylvie.mcduff,12/22/2022 5:23:08 PM,sylvie.mcduff,12/22/2022 5:23:16 PM,N,N
11,47408,22,3,5,sylvie.mcduff,12/22/2022 4:41:37 PM,sylvie.mcduff,12/22/2022 4:41:46 PM,N,N
11,47421,22,3,5,sylvie.mcduff,12/22/2022 1:47:14 PM,sylvie.mcduff,12/22/2022 1:47:22 PM,N,N
11,47422,22,3,5,sylvie.mcduff,12/22/2022 4:22:26 PM,sylvie.mcduff,12/22/2022 4:22:35 PM,N,N
11,47423,22,3,5,sylvie.mcduff,12/23/2022 9:55:36 AM,sylvie.mcduff,12/23/2022 9:55:43 AM,N,N
11,47424,22,3,5,sylvie.mcduff,12/22/2022 5:20:38 PM,sylvie.mcduff,12/22/2022 5:20:45 PM,N,N
11,47426,22,3,5,sylvie.mcduff,12/22/2022 3:01:09 PM,sylvie.mcduff,12/22/2022 3:01:17 PM,N,N
11,47432,22,3,5,sylvie.mcduff,12/22/2022 3:19:37 PM,sylvie.mcduff,12/22/2022 3:19:46 PM,N,N
